Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	motor_temperature_2	motor_temperature_3	temperature_tamb	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	Mcl_Quantities.Stator_Resistance	My_Measured_Temp	My_Flux_Gain
251.7883	581.0000	-0.7160	1.0000	0.0000	31.4110	52.6900	230.5580	0.4609	65.5200	26.7365	26.6362	26.6366	24.8849	0.0000	582.0000	450.0000	0.0000	576.6605	0.7562	0.8031	0.0949	0.0946	0.4793	1.3270	-0.2481	1.4661	2.0996	27.1689	307.6262	56.5900	44.7930	1.4212	1.0111	40.2620	3.1039	30.0000	1.0000
252.2922	582.0000	-0.7150	1.0000	0.0000	31.4130	52.6900	230.5480	0.4613	65.5400	26.7490	26.6704	26.6767	24.9099	0.0000	582.0000	450.0000	0.0000	580.0548	0.7725	0.7844	0.0949	0.0947	0.4278	1.3640	-0.1560	1.3952	1.7220	27.2660	307.6154	56.5771	44.7945	1.4584	1.0119	40.2620	3.1039	30.0000	1.0000
252.4081	582.0000	-0.7150	1.0000	0.0000	31.4130	52.6900	230.5480	0.4613	65.5400	26.7490	26.6704	26.6767	24.9099	0.0000	582.0000	450.0000	0.0000	580.0548	0.7725	0.7844	0.0949	0.0947	0.4278	1.3640	-0.1560	1.3952	1.7220	27.2660	307.6154	56.5771	44.7945	1.4584	1.0119	40.2620	3.1039	30.0000	1.0000
252.8074	582.0000	-0.7160	1.0001	0.0000	31.4120	52.7000	230.5400	0.4611	65.5400	26.7490	26.6704	26.6767	24.9099	0.0000	582.0000	450.0000	0.0000	579.9837	0.7373	0.7845	0.0947	0.0941	0.4126	1.2981	-0.2156	1.4313	1.8103	27.0778	307.5519	56.4729	44.7960	1.4710	1.0114	40.2646	3.1039	30.0000	1.0000
253.0028	582.0000	-0.7160	1.0001	0.0000	31.4120	52.7000	230.5400	0.4611	65.5400	26.7490	26.6704	26.6767	24.9099	0.0000	582.0000	450.0000	0.0000	579.9837	0.7373	0.7845	0.0947	0.0941	0.4126	1.2981	-0.2156	1.4313	1.8103	27.0778	307.5519	56.4729	44.7960	1.4710	1.0114	40.2646	3.1039	30.0000	1.0000
253.3388	582.0000	-0.7160	1.0001	0.0000	31.4090	52.6900	230.5320	0.4609	65.4800	26.7608	26.6607	26.6629	24.9003	0.0000	582.0000	450.0000	0.0000	587.1544	0.8033	0.7451	0.0942	0.0948	0.4001	1.4126	-0.2343	1.3651	1.4930	27.1272	307.5478	56.5859	44.7974	1.3707	1.0117	40.2671	3.1039	30.0000	1.0000
253.6081	582.0000	-0.7160	1.0000	0.0000	31.4110	52.6900	230.5270	0.4611	65.5500	26.7361	26.6277	26.6382	24.8895	0.0000	582.0000	450.0000	0.0000	587.1544	0.8033	0.7451	0.0942	0.0948	0.4001	1.4126	-0.2343	1.3651	1.4930	27.1272	307.5478	56.5859	44.7974	1.3707	1.0117	40.2671	3.1039	30.0000	1.0000
253.8573	582.0000	-0.7160	1.0000	0.0000	31.4110	52.6900	230.5270	0.4611	65.5500	26.7361	26.6277	26.6382	24.8895	0.0000	582.0000	450.0000	0.0000	587.1544	0.8033	0.7451	0.0942	0.0948	0.4001	1.4126	-0.2343	1.3651	1.4930	27.1272	307.5478	56.5859	44.7974	1.3707	1.0117	40.2671	3.1039	30.0000	1.0000
254.2132	581.0000	-0.7160	0.9998	0.0000	31.4110	52.6800	230.5210	0.4615	65.5800	26.7414	26.6395	26.6196	24.8954	0.0000	582.0000	450.0000	0.0000	582.7355	0.7676	0.7697	0.0947	0.0946	0.4101	1.3562	-0.1540	1.4586	1.7813	27.1070	307.5722	56.6950	44.7989	1.4128	1.0108	40.2671	3.1040	30.0000	1.0000
254.3686	581.0000	-0.7160	0.9998	0.0000	31.4110	52.6800	230.5210	0.4615	65.5800	26.7414	26.6395	26.6196	24.8954	0.0000	582.0000	450.0000	0.0000	582.7355	0.7676	0.7697	0.0947	0.0946	0.4101	1.3562	-0.1540	1.4586	1.7813	27.1070	307.5722	56.6950	44.7989	1.4128	1.0108	40.2671	3.1040	30.0000	1.0000
254.8281	581.0000	-0.7160	1.0000	0.0000	31.4140	52.6900	230.5160	0.4614	65.6000	26.7276	26.6253	26.6349	24.9053	0.0000	582.0000	450.0000	0.0000	575.6303	0.7731	0.8088	0.0950	0.0947	0.4723	1.3547	-0.2173	1.3749	1.5780	27.2349	307.5627	56.6508	44.8004	1.4802	1.0115	40.2697	3.1040	30.0000	1.0000
254.8960	581.0000	-0.7160	1.0000	0.0000	31.4140	52.6900	230.5160	0.4614	65.6000	26.7276	26.6253	26.6349	24.9053	0.0000	582.0000	450.0000	0.0000	575.6303	0.7731	0.8088	0.0950	0.0947	0.4723	1.3547	-0.2173	1.3749	1.5780	27.2349	307.5627	56.6508	44.8004	1.4802	1.0115	40.2697	3.1040	30.0000	1.0000
255.4222	581.0000	-0.7160	0.9999	0.0000	31.4120	52.6800	230.5130	0.4610	65.5100	26.7317	26.6364	26.6323	24.8696	0.0000	582.0000	450.0000	0.0000	582.1843	0.7966	0.7728	0.0944	0.0950	0.4239	1.4070	-0.2008	1.4191	1.3445	27.2223	307.5587	56.8350	44.8018	1.4070	1.0116	40.2697	3.1040	30.0000	1.0000
255.4332	581.0000	-0.7160	0.9999	0.0000	31.4120	52.6800	230.5130	0.4610	65.5100	26.7317	26.6364	26.6323	24.8696	0.0000	582.0000	450.0000	0.0000	582.1843	0.7966	0.7728	0.0944	0.0950	0.4239	1.4070	-0.2008	1.4191	1.3445	27.2223	307.5587	56.8350	44.8018	1.4070	1.0116	40.2697	3.1040	30.0000	1.0000
255.9390	582.0000	-0.7160	1.0000	0.0000	31.4130	52.6900	230.5120	0.4607	65.4400	26.7236	26.6377	26.6522	24.8629	0.0000	582.0000	450.0000	0.0000	584.0589	0.7511	0.7624	0.0946	0.0944	0.4544	1.3214	-0.1763	1.4301	1.8942	27.1195	307.4991	56.3723	44.8034	1.4026	1.0111	40.2723	3.1040	30.0000	1.0000
256.0480	582.0000	-0.7160	1.0000	0.0000	31.4130	52.6900	230.5120	0.4607	65.4400	26.7236	26.6377	26.6522	24.8629	0.0000	582.0000	450.0000	0.0000	584.0589	0.7511	0.7624	0.0946	0.0944	0.4544	1.3214	-0.1763	1.4301	1.8942	27.1195	307.4991	56.3723	44.8034	1.4026	1.0111	40.2723	3.1040	30.0000	1.0000
256.4619	582.0000	-0.7160	0.9999	0.0000	31.4110	52.6800	230.5110	0.4606	65.4500	26.7236	26.6377	26.6522	24.8629	0.0000	582.0000	450.0000	0.0000	574.0102	0.7690	0.8177	0.0949	0.0944	0.3743	1.3679	-0.2161	1.3827	1.6040	27.0997	307.4775	56.4355	44.8048	1.4701	1.0112	40.2749	3.1040	30.0000	1.0000
256.6620	582.0000	-0.7160	0.9999	0.0000	31.4110	52.6800	230.5110	0.4606	65.4500	26.7236	26.6377	26.6522	24.8629	0.0000	582.0000	450.0000	0.0000	574.0102	0.7690	0.8177	0.0949	0.0944	0.3743	1.3679	-0.2161	1.3827	1.6040	27.0997	307.4775	56.4355	44.8048	1.4701	1.0112	40.2749	3.1040	30.0000	1.0000
256.9731	583.0000	-0.7160	1.0000	0.0000	31.4120	52.6900	230.5130	0.4610	65.5500	26.7632	26.6791	26.6980	24.8701	0.0000	582.0000	450.0000	0.0000	574.0102	0.7690	0.8177	0.0949	0.0944	0.3743	1.3679	-0.2161	1.3827	1.6040	27.0997	307.4775	56.4355	44.8048	1.4701	1.0112	40.2749	3.1040	30.0000	1.0000
257.5254	583.0000	-0.7160	1.0001	0.0000	31.4160	52.7000	230.5190	0.4611	65.5100	26.7902	26.6980	26.7046	24.8837	0.0000	582.0000	450.0000	0.0000	586.6505	0.8090	0.7479	0.0943	0.0952	0.4669	1.4175	-0.2409	1.4104	1.4393	27.2304	307.5343	56.4945	44.8076	1.3821	1.0116	40.2775	3.1041	30.0000	1.0000
257.7887	583.0000	-0.7160	1.0001	0.0000	31.4160	52.7000	230.5190	0.4611	65.5100	26.7902	26.6980	26.7046	24.8837	0.0000	582.0000	450.0000	0.0000	586.6505	0.8090	0.7479	0.0943	0.0952	0.4669	1.4175	-0.2409	1.4104	1.4393	27.2304	307.5343	56.4945	44.8076	1.3821	1.0116	40.2775	3.1041	30.0000	1.0000
258.0571	580.0000	-0.7160	1.0001	0.0000	31.4140	52.6900	230.5270	0.4608	65.5100	26.7902	26.7004	26.6991	24.8799	0.0000	582.0000	450.0000	0.0000	586.6505	0.8090	0.7479	0.0943	0.0952	0.4669	1.4175	-0.2409	1.4104	1.4393	27.2304	307.5343	56.4945	44.8076	1.3821	1.0116	40.2775	3.1041	30.0000	1.0000
258.4138	584.0000	-0.7160	1.0001	0.0000	31.4160	52.7000	230.5350	0.4609	65.5100	26.8068	26.6785	26.6734	24.8589	0.0000	582.0000	450.0000	0.0000	578.9103	0.7615	0.7904	0.0947	0.0948	0.4902	1.3395	-0.2298	1.4603	2.0841	27.1003	307.5437	56.4027	44.8091	1.4576	1.0121	40.2775	3.1041	30.0000	1.0000
258.5770	584.0000	-0.7160	1.0001	0.0000	31.4160	52.7000	230.5350	0.4609	65.5100	26.8068	26.6785	26.6734	24.8589	0.0000	582.0000	450.0000	0.0000	578.9103	0.7615	0.7904	0.0947	0.0948	0.4902	1.3395	-0.2298	1.4603	2.0841	27.1003	307.5437	56.4027	44.8091	1.4576	1.0121	40.2775	3.1041	30.0000	1.0000
259.0288	585.0000	-0.7160	0.9999	0.0000	31.4130	52.6800	230.5460	0.4612	65.5600	26.8068	26.6785	26.6734	24.8589	0.0000	582.0000	450.0000	0.0000	578.9203	0.7751	0.7906	0.0949	0.0947	0.4356	1.3661	-0.1656	1.3871	1.5050	27.1813	307.4638	56.5719	44.8106	1.4728	1.0121	40.2800	3.1041	30.0000	1.0000
259.1016	585.0000	-0.7160	0.9999	0.0000	31.4130	52.6800	230.5460	0.4612	65.5600	26.8068	26.6785	26.6734	24.8589	0.0000	582.0000	450.0000	0.0000	578.9203	0.7751	0.7906	0.0949	0.0947	0.4356	1.3661	-0.1656	1.3871	1.5050	27.1813	307.4638	56.5719	44.8106	1.4728	1.0121	40.2800	3.1041	30.0000	1.0000
259.6300	582.0000	-0.7160	0.9998	0.0000	31.4110	52.6800	230.5570	0.4608	65.5500	26.7725	26.6625	26.6575	24.8615	0.0000	582.0000	450.0000	0.0000	582.2158	0.7715	0.7725	0.0947	0.0948	0.4716	1.3626	-0.1514	1.4311	1.7031	27.1685	307.4938	56.3890	44.8122	1.4611	1.0114	40.2826	3.1041	30.0000	1.0000
259.6532	582.0000	-0.7160	0.9998	0.0000	31.4110	52.6800	230.5570	0.4608	65.5500	26.7725	26.6625	26.6575	24.8615	0.0000	582.0000	450.0000	0.0000	582.2158	0.7715	0.7725	0.0947	0.0948	0.4716	1.3626	-0.1514	1.4311	1.7031	27.1685	307.4938	56.3890	44.8122	1.4611	1.0114	40.2826	3.1041	30.0000	1.0000
260.1404	582.0000	-0.7160	0.9997	0.0000	31.4090	52.6700	230.5690	0.4607	65.5200	26.7725	26.6625	26.6575	24.8615	0.0000	582.0000	450.0000	0.0000	576.2091	0.7729	0.8058	0.0951	0.0945	0.3717	1.3727	-0.1583	1.4083	1.7152	27.1508	307.5396	56.4836	44.8137	1.4879	1.0113	40.2826	3.1042	30.0000	1.0000
260.2705	582.0000	-0.7160	0.9997	0.0000	31.4090	52.6700	230.5690	0.4607	65.5200	26.7725	26.6625	26.6575	24.8615	0.0000	582.0000	450.0000	0.0000	576.2091	0.7729	0.8058	0.0951	0.0945	0.3717	1.3727	-0.1583	1.4083	1.7152	27.1508	307.5396	56.4836	44.8137	1.4879	1.0113	40.2826	3.1042	30.0000	1.0000
260.6664	581.0000	-0.7160	0.9996	0.0000	31.4100	52.6600	230.5800	0.4607	65.4800	26.7661	26.6896	26.6763	24.8777	0.0000	582.0000	450.0000	0.0000	578.3972	0.8000	0.7934	0.0947	0.0949	0.4508	1.4059	-0.2636	1.3743	1.2695	27.1277	307.5600	56.3505	44.8152	1.4492	1.0124	40.2852	3.1042	30.0000	1.0000
260.8903	581.0000	-0.7160	0.9996	0.0000	31.4100	52.6600	230.5800	0.4607	65.4800	26.7661	26.6896	26.6763	24.8777	0.0000	582.0000	450.0000	0.0000	578.3972	0.8000	0.7934	0.0947	0.0949	0.4508	1.4059	-0.2636	1.3743	1.2695	27.1277	307.5600	56.3505	44.8152	1.4492	1.0124	40.2852	3.1042	30.0000	1.0000
261.1917	583.0000	-0.7160	0.9998	0.0000	31.4100	52.6800	230.5920	0.4608	65.5300	26.7804	26.6960	26.7004	24.8244	0.0000	582.0000	450.0000	0.0000	578.3972	0.8000	0.7934	0.0947	0.0949	0.4508	1.4059	-0.2636	1.3743	1.2695	27.1277	307.5600	56.3505	44.8152	1.4492	1.0124	40.2852	3.1042	30.0000	1.0000
261.4954	582.0000	-0.7160	0.9996	0.0000	31.4120	52.6600	230.6040	0.4610	65.5500	26.8148	26.7170	26.7321	24.8521	0.0000	582.0000	450.0000	0.0000	581.2456	0.7695	0.7775	0.0945	0.0945	0.4044	1.3551	-0.2446	1.4621	1.9769	27.1015	307.5925	56.6318	44.8167	1.4230	1.0115	40.2852	3.1042	30.0000	1.0000
261.7120	582.0000	-0.7160	0.9996	0.0000	31.4120	52.6600	230.6040	0.4610	65.5500	26.8148	26.7170	26.7321	24.8521	0.0000	582.0000	450.0000	0.0000	581.2456	0.7695	0.7775	0.0945	0.0945	0.4044	1.3551	-0.2446	1.4621	1.9769	27.1015	307.5925	56.6318	44.8167	1.4230	1.0115	40.2852	3.1042	30.0000	1.0000
262.1213	582.0000	-0.7160	0.9995	0.0000	31.4120	52.6600	230.6190	0.4606	65.4900	26.8321	26.7363	26.7273	24.8541	0.0000	582.0000	450.0000	0.0000	581.1331	0.7915	0.7784	0.0946	0.0949	0.4492	1.3912	-0.1075	1.3911	1.6420	27.2853	307.6222	56.6625	44.8181	1.4393	1.0117	40.2877	3.1042	30.0000	1.0000
262.2248	582.0000	-0.7160	0.9995	0.0000	31.4120	52.6600	230.6190	0.4606	65.4900	26.8321	26.7363	26.7273	24.8541	0.0000	582.0000	450.0000	0.0000	581.1331	0.7915	0.7784	0.0946	0.0949	0.4492	1.3912	-0.1075	1.3911	1.6420	27.2853	307.6222	56.6625	44.8181	1.4393	1.0117	40.2877	3.1042	30.0000	1.0000
262.7263	583.0000	-0.7160	0.9994	0.0000	31.4120	52.6500	230.6360	0.4606	65.4900	26.8375	26.7442	26.7368	24.8576	0.0000	582.0000	450.0000	0.0000	581.8566	0.7946	0.7743	0.0947	0.0948	0.4349	1.3967	-0.1582	1.4232	1.4607	27.0922	307.6086	56.4361	44.8197	1.4542	1.0111	40.2903	3.1042	30.0000	1.0000
262.7533	583.0000	-0.7160	0.9994	0.0000	31.4120	52.6500	230.6360	0.4606	65.4900	26.8375	26.7442	26.7368	24.8576	0.0000	582.0000	450.0000	0.0000	581.8566	0.7946	0.7743	0.0947	0.0948	0.4349	1.3967	-0.1582	1.4232	1.4607	27.0922	307.6086	56.4361	44.8197	1.4542	1.0111	40.2903	3.1042	30.0000	1.0000
263.2746	582.0000	-0.7150	0.9997	0.0000	31.4140	52.6700	230.6510	0.4609	65.5100	26.8252	26.7394	26.7214	24.8211	0.0000	582.0000	450.0000	0.0000	582.9503	0.7719	0.7681	0.0947	0.0947	0.4235	1.3617	-0.1412	1.4222	1.7880	27.0900	307.6345	56.3929	44.8211	1.4330	1.0108	40.2903	3.1042	30.0000	1.0000
263.3365	582.0000	-0.7150	0.9997	0.0000	31.4140	52.6700	230.6510	0.4609	65.5100	26.8252	26.7394	26.7214	24.8211	0.0000	582.0000	450.0000	0.0000	582.9503	0.7719	0.7681	0.0947	0.0947	0.4235	1.3617	-0.1412	1.4222	1.7880	27.0900	307.6345	56.3929	44.8211	1.4330	1.0108	40.2903	3.1042	30.0000	1.0000
263.7970	583.0000	-0.7150	1.0002	0.0000	31.4150	52.7000	230.6680	0.4612	65.6400	26.8252	26.7394	26.7214	24.8211	0.0000	582.0000	450.0000	0.0000	578.7669	0.7515	0.7908	0.0947	0.0941	0.3515	1.3313	-0.2246	1.4664	1.8638	26.9992	307.6708	56.3225	44.8227	1.4641	1.0114	40.2929	3.1043	30.0000	1.0000
263.9353	583.0000	-0.7150	1.0002	0.0000	31.4150	52.7000	230.6680	0.4612	65.6400	26.8252	26.7394	26.7214	24.8211	0.0000	582.0000	450.0000	0.0000	578.7669	0.7515	0.7908	0.0947	0.0941	0.3515	1.3313	-0.2246	1.4664	1.8638	26.9992	307.6708	56.3225	44.8227	1.4641	1.0114	40.2929	3.1043	30.0000	1.0000
264.3263	583.0000	-0.7150	1.0009	0.0000	31.4230	52.7400	230.6830	0.4612	65.6000	26.7942	26.7126	26.7080	24.8517	0.0000	582.0000	450.0000	0.0000	579.7416	0.7557	0.7857	0.0947	0.0941	0.3515	1.3395	-0.1776	1.3901	1.8738	27.1165	307.6993	56.4761	44.8241	1.4225	1.0109	40.2929	3.1043	30.0000	1.0000
264.5601	583.0000	-0.7150	1.0009	0.0000	31.4230	52.7400	230.6830	0.4612	65.6000	26.7942	26.7126	26.7080	24.8517	0.0000	582.0000	450.0000	0.0000	579.7416	0.7557	0.7857	0.0947	0.0941	0.3515	1.3395	-0.1776	1.3901	1.8738	27.1165	307.6993	56.4761	44.8241	1.4225	1.0109	40.2929	3.1043	30.0000	1.0000
264.8502	578.0000	-0.7160	1.0017	0.0000	31.4280	52.7900	230.6970	0.4613	65.5900	26.7942	26.7126	26.7080	24.8517	0.0000	582.0000	450.0000	0.0000	579.7416	0.7557	0.7857	0.0947	0.0941	0.3515	1.3395	-0.1776	1.3901	1.8738	27.1165	307.6993	56.4761	44.8241	1.4225	1.0109	40.2929	3.1043	30.0000	1.0000
265.1740	576.0000	-0.7160	1.0015	0.0000	31.4300	52.7800	230.7130	0.4616	65.6700	26.7933	26.7138	26.7046	24.8320	0.0000	582.0000	450.0000	0.0000	586.3304	0.7760	0.7496	0.0943	0.0946	0.4310	1.3689	-0.1934	1.3916	1.1811	26.9974	307.7115	56.3780	44.8257	1.3836	1.0109	40.2954	3.1043	30.0000	1.0000
265.3667	576.0000	-0.7160	1.0015	0.0000	31.4300	52.7800	230.7130	0.4616	65.6700	26.7933	26.7138	26.7046	24.8320	0.0000	582.0000	450.0000	0.0000	586.3304	0.7760	0.7496	0.0943	0.0946	0.4310	1.3689	-0.1934	1.3916	1.1811	26.9974	307.7115	56.3780	44.8257	1.3836	1.0109	40.2954	3.1043	30.0000	1.0000
265.7990	578.0000	-0.7160	1.0014	0.0000	31.4300	52.7800	230.7270	0.4614	65.6100	26.8123	26.7238	26.7516	24.8305	0.0000	582.0000	450.0000	0.0000	581.6115	0.7570	0.7796	0.0946	0.0944	0.4506	1.3261	-0.2040	1.4249	1.8040	27.0443	307.7264	56.4836	44.8271	1.4159	1.0115	40.2980	3.1043	30.0000	1.0000
265.8869	578.0000	-0.7160	1.0014	0.0000	31.4300	52.7800	230.7270	0.4614	65.6100	26.8123	26.7238	26.7516	24.8305	0.0000	582.0000	450.0000	0.0000	581.6115	0.7570	0.7796	0.0946	0.0944	0.4506	1.3261	-0.2040	1.4249	1.8040	27.0443	307.7264	56.4836	44.8271	1.4159	1.0115	40.2980	3.1043	30.0000	1.0000
266.4086	579.0000	-0.7160	1.0014	0.0000	31.4290	52.7800	230.7420	0.4615	65.6600	26.8244	26.7488	26.7477	24.8296	0.0000	582.0000	450.0000	0.0000	582.1976	0.7668	0.7730	0.0945	0.0943	0.3298	1.3671	-0.2306	1.3969	2.1058	27.0333	307.7440	56.4853	44.8286	1.3771	1.0119	40.2980	3.1043	30.0000	1.0000
266.4103	579.0000	-0.7160	1.0014	0.0000	31.4290	52.7800	230.7420	0.4615	65.6600	26.8244	26.7488	26.7477	24.8296	0.0000	582.0000	450.0000	0.0000	582.1976	0.7668	0.7730	0.0945	0.0943	0.3298	1.3671	-0.2306	1.3969	2.1058	27.0333	307.7440	56.4853	44.8286	1.3771	1.0119	40.2980	3.1043	30.0000	1.0000
266.9188	579.0000	-0.7160	1.0015	0.0000	31.4270	52.7900	230.7580	0.4618	65.6900	26.8366	26.7632	26.7698	24.8462	0.0000	582.0000	450.0000	0.0000	579.5846	0.7903	0.7880	0.0947	0.0950	0.4994	1.3725	-0.1666	1.4663	1.9343	27.0960	307.7994	56.6341	44.8302	1.4508	1.0133	40.3006	3.1044	30.0000	1.0000
267.0171	579.0000	-0.7160	1.0015	0.0000	31.4270	52.7900	230.7580	0.4618	65.6900	26.8366	26.7632	26.7698	24.8462	0.0000	582.0000	450.0000	0.0000	579.5846	0.7903	0.7880	0.0947	0.0950	0.4994	1.3725	-0.1666	1.4663	1.9343	27.0960	307.7994	56.6341	44.8302	1.4508	1.0133	40.3006	3.1044	30.0000	1.0000
267.4337	577.0000	-0.7160	1.0014	0.0000	31.4290	52.7700	230.7730	0.4612	65.6200	26.8366	26.7632	26.7698	24.8462	0.0000	582.0000	450.0000	0.0000	582.2615	0.7738	0.7729	0.0946	0.0947	0.3999	1.3725	-0.1506	1.4167	1.4479	27.1716	307.8306	56.7303	44.8316	1.4148	1.0135	40.3031	3.1044	30.0000	1.0000
267.6399	577.0000	-0.7160	1.0014	0.0000	31.4290	52.7700	230.7730	0.4612	65.6200	26.8366	26.7632	26.7698	24.8462	0.0000	582.0000	450.0000	0.0000	582.2615	0.7738	0.7729	0.0946	0.0947	0.3999	1.3725	-0.1506	1.4167	1.4479	27.1716	307.8306	56.7303	44.8316	1.4148	1.0135	40.3031	3.1044	30.0000	1.0000
267.9536	580.0000	-0.7160	1.0011	0.0000	31.4300	52.7700	230.7880	0.4612	65.6000	26.8691	26.7896	26.7854	24.8296	0.0000	582.0000	450.0000	0.0000	584.0791	0.7448	0.7631	0.0945	0.0941	0.4171	1.3138	-0.1378	1.4518	1.9960	27.0127	307.7968	56.4689	44.8332	1.4490	1.0125	40.3031	3.1044	30.0000	1.0000
268.2467	582.0000	-0.7160	1.0010	0.0000	31.4280	52.7600	230.8000	0.4612	65.6400	26.8691	26.7896	26.7854	24.8296	0.0000	582.0000	450.0000	0.0000	584.0791	0.7448	0.7631	0.0945	0.0941	0.4171	1.3138	-0.1378	1.4518	1.9960	27.0127	307.7968	56.4689	44.8332	1.4490	1.0125	40.3031	3.1044	30.0000	1.0000
268.4794	582.0000	-0.7160	1.0010	0.0000	31.4280	52.7600	230.8000	0.4612	65.6400	26.8691	26.7896	26.7854	24.8296	0.0000	582.0000	450.0000	0.0000	584.0791	0.7448	0.7631	0.0945	0.0941	0.4171	1.3138	-0.1378	1.4518	1.9960	27.0127	307.7968	56.4689	44.8332	1.4490	1.0125	40.3031	3.1044	30.0000	1.0000
268.8506	582.0000	-0.7160	1.0008	0.0000	31.4270	52.7400	230.8220	0.4611	65.6100	26.8588	26.7595	26.7387	24.8377	0.0000	582.0000	450.0000	0.0000	579.6270	0.7428	0.7876	0.0950	0.0944	0.4552	1.3120	-0.1155	1.4329	1.9678	27.1422	307.8576	56.5620	44.8346	1.5000	1.0127	40.3057	3.1044	30.0000	1.0000
269.0371	582.0000	-0.7160	1.0008	0.0000	31.4270	52.7400	230.8220	0.4611	65.6100	26.8588	26.7595	26.7387	24.8377	0.0000	582.0000	450.0000	0.0000	579.6270	0.7428	0.7876	0.0950	0.0944	0.4552	1.3120	-0.1155	1.4329	1.9678	27.1422	307.8576	56.5620	44.8346	1.5000	1.0127	40.3057	3.1044	30.0000	1.0000
269.4524	582.0000	-0.7160	1.0008	0.0000	31.4300	52.7400	230.8310	0.4612	65.6400	26.8296	26.7532	26.7348	24.8285	0.0000	582.0000	450.0000	0.0000	584.0675	0.7967	0.7632	0.0945	0.0948	0.4451	1.3946	-0.1447	1.3674	1.5030	27.0712	307.8725	56.5974	44.8361	1.4261	1.0120	40.3057	3.1044	30.0000	1.0000
269.5473	582.0000	-0.7160	1.0008	0.0000	31.4300	52.7400	230.8310	0.4612	65.6400	26.8296	26.7532	26.7348	24.8285	0.0000	582.0000	450.0000	0.0000	584.0675	0.7967	0.7632	0.0945	0.0948	0.4451	1.3946	-0.1447	1.3674	1.5030	27.0712	307.8725	56.5974	44.8361	1.4261	1.0120	40.3057	3.1044	30.0000	1.0000
270.0605	582.0000	-0.7160	1.0008	0.0000	31.4300	52.7400	230.8310	0.4612	65.6400	26.8296	26.7532	26.7348	24.8285	0.0000	582.0000	450.0000	0.0000	583.7402	0.7572	0.7647	0.0947	0.0945	0.4614	1.3287	-0.1440	1.4485	1.5429	27.1067	307.9225	56.6620	44.8376	1.4196	1.0130	40.3083	3.1044	30.0000	1.0000
270.5774	582.0000	-0.7160	1.0005	0.0000	31.4250	52.7200	230.8540	0.4607	65.5700	26.8435	26.7390	26.7392	24.8229	0.0000	582.0000	450.0000	0.0000	582.9596	0.7769	0.7688	0.0945	0.0948	0.4602	1.3694	-0.2340	1.3913	1.5062	27.2671	307.9551	56.5864	44.8391	1.3958	1.0128	40.3109	3.1045	30.0000	1.0000
270.6854	582.0000	-0.7160	1.0005	0.0000	31.4250	52.7200	230.8540	0.4607	65.5700	26.8435	26.7390	26.7392	24.8229	0.0000	582.0000	450.0000	0.0000	582.9596	0.7769	0.7688	0.0945	0.0948	0.4602	1.3694	-0.2340	1.3913	1.5062	27.2671	307.9551	56.5864	44.8391	1.3958	1.0128	40.3109	3.1045	30.0000	1.0000
271.1011	583.0000	-0.7160	1.0007	0.0000	31.4290	52.7300	230.8650	0.4612	65.6300	26.8410	26.7620	26.7931	24.8690	0.0000	582.0000	450.0000	0.0000	577.0501	0.8097	0.8015	0.0951	0.0951	0.4094	1.4212	-0.1409	1.3807	1.5052	27.2596	307.9388	56.6337	44.8406	1.4915	1.0124	40.3109	3.1045	30.0000	1.0000
271.2906	583.0000	-0.7160	1.0007	0.0000	31.4290	52.7300	230.8650	0.4612	65.6300	26.8410	26.7620	26.7931	24.8690	0.0000	582.0000	450.0000	0.0000	577.0501	0.8097	0.8015	0.0951	0.0951	0.4094	1.4212	-0.1409	1.3807	1.5052	27.2596	307.9388	56.6337	44.8406	1.4915	1.0124	40.3109	3.1045	30.0000	1.0000
271.6278	582.0000	-0.7160	1.0006	0.0000	31.4270	52.7300	230.8760	0.4607	65.5700	26.8765	26.7795	26.7970	24.8532	0.0000	582.0000	450.0000	0.0000	578.8943	0.7702	0.7865	0.0947	0.0946	0.4067	1.3622	-0.2097	1.4597	1.8519	27.1854	307.9685	56.7839	44.8421	1.4741	1.0118	40.3134	3.1045	30.0000	1.0000
271.9132	583.0000	-0.7160	1.0006	0.0000	31.4250	52.7300	230.8840	0.4609	65.6000	26.8765	26.7795	26.7970	24.8532	0.0000	582.0000	450.0000	0.0000	578.8943	0.7702	0.7865	0.0947	0.0946	0.4067	1.3622	-0.2097	1.4597	1.8519	27.1854	307.9685	56.7839	44.8421	1.4741	1.0118	40.3134	3.1045	30.0000	1.0000
